,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,femn,masc,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
podrostok. Text/chapter17.xhtml,257.0,5996.0,2107.0,2144.0,664.0,4972.0,2194.0,3442.0,35824.0,27720.0,5993.0,11724.0,1863.0,9.115778067349698,58.99129641550918,4.444766035982482,14.2610583345621,4.444766035982482,59.087910747242645,5052.0,747.0,1056.0,432.0,468.0,2748.0,281.0,10.0,307.0,0.35140093395597066,27.210324655270654,19.240605082029386,0.8797740272800015,0.9036305856680232,0.031823815872613806,31.423007347794414,0.8523524466117649,0.8524369747899159,151.3998749763362,162.1563452058735,0.9026300289995427,159.89084406803786,1324.4516542661136,fedor-dostoevskii,420.0,217.0,65.0,571.0,30.0
podrostok. Text/chapter18.xhtml,237.0,4882.0,1829.0,1671.0,507.0,4117.0,1809.0,2815.0,28559.0,22144.0,4925.0,9452.0,1391.0,7.637056387279888,63.69698192965805,3.13245903059029,12.981197679168066,3.13245903059029,54.826931619986965,4162.0,552.0,931.0,303.0,462.0,2134.0,169.0,19.0,209.0,0.3746415403523146,26.176695309079477,18.50971876210419,0.8844048346812848,0.9058872214779699,0.03133851191356082,31.909619791719578,0.8266790813159969,0.8280412371134019,117.39942477442007,134.47588180195163,0.8814566443638924,115.17289678972247,1256.321290618894,fedor-dostoevskii,435.0,76.0,52.0,574.0,12.0
podrostok. Text/chapter19.xhtml,357.0,6592.0,2135.0,2169.0,682.0,5595.0,2535.0,3742.0,38280.0,29590.0,6638.0,12652.0,1918.0,6.468704787740339,67.48082160534116,2.2391555131761436,12.269882315698618,2.2391555131761436,51.368505411873485,5447.0,867.0,1204.0,419.0,529.0,3070.0,268.0,4.0,438.0,0.323877427184466,26.295975111009575,18.594062318907547,0.871794418863553,0.8976101892943487,0.03357030735039781,29.78822891200458,0.8414274797493685,0.8421374045801528,135.0069906194077,139.11653205960897,0.8918460801513781,137.81512519745482,1213.3335891668366,fedor-dostoevskii,510.0,197.0,86.0,628.0,19.0
podrostok. Text/chapter20.xhtml,393.0,6642.0,2294.0,2303.0,707.0,5544.0,2459.0,3792.0,39157.0,30151.0,6608.0,12786.0,2021.0,5.744038905783459,69.17015036168173,2.1175957692316487,11.908298433176656,2.1175957692316487,51.574054536134845,5564.0,739.0,1334.0,422.0,608.0,2965.0,241.0,7.0,373.0,0.3453778982234267,28.147768979522,19.90347832069235,0.879207389780948,0.9039905471052897,0.03160208405659251,31.643482695926505,0.8388563628090601,0.8436363636363636,134.814875054896,138.959256006628,0.8981934663364135,147.36084588915244,1233.2424206295173,fedor-dostoevskii,525.0,180.0,86.0,740.0,35.0
podrostok. Text/chapter21.xhtml,234.0,5874.0,2404.0,2163.0,685.0,4498.0,1872.0,3311.0,35388.0,26042.0,5819.0,10989.0,1750.0,9.366997983290116,61.76739700374533,3.7545753254236374,15.176773400308262,3.7545753254236374,61.92585317304418,5060.0,789.0,1079.0,396.0,446.0,2651.0,219.0,28.0,331.0,0.4092611508341845,31.36660336417349,22.179537941595846,0.897053255693052,0.9181182638753342,0.027314552572714226,36.61052097917014,0.8493047210300746,0.8485470085470086,148.11756618627328,175.42958068201085,0.9116908334611673,170.46320252201326,1411.2955135540535,fedor-dostoevskii,418.0,65.0,60.0,613.0,23.0
podrostok. Text/chapter23.xhtml,230.0,5244.0,2012.0,1767.0,588.0,4428.0,1990.0,3026.0,30619.0,23990.0,5260.0,10296.0,1338.0,8.914723112128147,59.19545766590389,3.993348131197557,14.186232817157107,3.993348131197557,56.495652173913044,4496.0,595.0,1048.0,428.0,444.0,2424.0,230.0,24.0,310.0,0.38367658276125094,27.784119286305206,19.64633915664235,0.8881525713249364,0.9097070967949009,0.030069239661353716,33.25657752780637,0.8404311838306548,0.843461538461539,145.1632596494578,149.8139523777108,0.8913861791606275,128.36642917837767,1334.0394506652958,fedor-dostoevskii,345.0,93.0,67.0,464.0,22.0
podrostok. Text/chapter24.xhtml,242.0,6157.0,2334.0,2387.0,817.0,5015.0,2103.0,3729.0,37769.0,29689.0,6202.0,12611.0,1787.0,10.828788672974522,50.66111614543415,6.2821878239106965,16.294722219847284,6.2821878239106965,64.21102970884446,5391.0,947.0,1136.0,505.0,491.0,2887.0,240.0,18.0,349.0,0.3790807211304207,29.745157641512037,21.033002675776014,0.88882890929672,0.9115368906017763,0.02933762486505556,34.08592224488879,0.8617452521283747,0.8595121951219518,164.0470128319232,179.98790864289617,0.9071035944439473,164.03886470063793,1401.6462130717143,fedor-dostoevskii,352.0,65.0,59.0,596.0,14.0
podrostok. Text/chapter25.xhtml,357.0,6919.0,2615.0,2574.0,793.0,5842.0,2537.0,4098.0,41606.0,32651.0,6964.0,13842.0,1967.0,7.5108869297104555,61.40501699942877,3.9375133793074966,13.226844770097207,3.9375133793074966,56.58286017109546,6122.0,715.0,1650.0,516.0,652.0,3156.0,288.0,14.0,495.0,0.3779447897094956,31.437646621373094,22.229773110519268,0.8899565444919627,0.9133526120409545,0.028656826507929826,34.895699275119775,0.8542503639010316,0.8542028985507243,173.93793696882585,170.92295109909662,0.9020949282181026,142.73253775137766,1414.3258182433992,fedor-dostoevskii,220.0,82.0,101.0,685.0,15.0
podrostok. Text/chapter26.xhtml,315.0,7242.0,2422.0,2566.0,901.0,5924.0,2591.0,4234.0,43173.0,33848.0,7233.0,14392.0,1943.0,9.182596520298258,57.510871700793004,4.667110813903022,15.002577523730636,4.667110813903022,58.422677239910044,6293.0,827.0,1428.0,622.0,579.0,3223.0,253.0,18.0,437.0,0.33443800055233364,28.46065419729055,20.124721579909522,0.8767611871912127,0.9026227918942611,0.03192832383748355,31.320153387632875,0.8499263172528934,0.8513888888888886,161.2005183702253,162.6998877097716,0.9008597293527606,151.13328952601637,1271.915283891832,fedor-dostoevskii,409.0,103.0,84.0,760.0,41.0
podrostok. Text/chapter27.xhtml,333.0,6974.0,2508.0,2564.0,724.0,5625.0,2414.0,3935.0,42220.0,31496.0,7015.0,13136.0,2327.0,7.422085058962029,66.40676522665481,3.10592652503378,13.086352960030597,3.10592652503378,57.70807055980558,5885.0,720.0,1495.0,411.0,707.0,3032.0,305.0,12.0,403.0,0.35962145110410093,30.032159419014228,21.235943578860407,0.884439573942689,0.9087915730748051,0.0300665978843938,33.259499589710956,0.8547379061371952,0.8584172661870504,160.72870629627266,170.41256961376382,0.9164381912427528,190.11126835446996,1263.3620856021253,fedor-dostoevskii,471.0,215.0,82.0,638.0,26.0
podrostok. Text/chapter28.xhtml,335.0,5875.0,1847.0,1866.0,484.0,5120.0,2378.0,3226.0,33466.0,25567.0,5952.0,10826.0,1802.0,5.4551644331533815,73.28881594156877,1.1216708859955489,10.676964296037404,1.1216708859955489,49.29901556049539,4674.0,647.0,1004.0,339.0,429.0,2732.0,283.0,7.0,405.0,0.31438297872340426,24.096999018594154,17.03915141229351,0.8666649174766264,0.8921453203413595,0.03537670577747717,28.267188196947867,0.8113319601785491,0.8117948717948715,93.99487781219912,102.37004159735305,0.8766540042295743,118.07651249204491,1194.0578966780704,fedor-dostoevskii,496.0,300.0,116.0,548.0,18.0
podrostok. Text/chapter29.xhtml,268.0,5182.0,1809.0,1811.0,549.0,4408.0,1969.0,2988.0,30514.0,23811.0,5227.0,10134.0,1379.0,7.1605460635840465,64.16593573045618,3.1480474331353605,12.703996772891884,3.1480474331353605,54.283717460555195,4463.0,657.0,972.0,406.0,500.0,2394.0,175.0,26.0,251.0,0.3490930142802007,25.12984804635482,17.769485963765007,0.8769527094767499,0.8999406566444534,0.033126228661975815,30.18755953791557,0.833419053185313,0.8330097087378643,137.5358179561993,137.01363517429033,0.891423720729875,132.14130605977084,1217.3054007694743,fedor-dostoevskii,364.0,104.0,45.0,517.0,26.0
podrostok. Text/chapter30.xhtml,126.0,2832.0,1181.0,1031.0,358.0,2329.0,938.0,1749.0,17118.0,13496.0,2854.0,5797.0,743.0,9.366165254237288,54.59345944309928,5.096831315577077,14.952707754388074,5.096831315577077,58.88155770782889,2432.0,492.0,453.0,265.0,188.0,1346.0,78.0,12.0,232.0,0.4170197740112994,22.192348976783524,15.692360451941969,0.8899672390042481,0.9059140961926907,0.03187421458764502,31.373322070424184,0.8543370463528784,0.8510714285714286,161.32086124805124,155.5159798894423,0.8977883646151207,149.94187394800824,1258.3092984845496,fedor-dostoevskii,154.0,14.0,22.0,292.0,13.0
podrostok. Text/chapter31.xhtml,262.0,6329.0,2212.0,2251.0,726.0,5258.0,2265.0,3719.0,37511.0,29159.0,6356.0,12477.0,1832.0,9.637910231468137,56.950335623369455,4.576997898019421,14.767248021045821,4.576997898019421,59.72292874554185,5417.0,921.0,1124.0,416.0,472.0,2918.0,216.0,17.0,365.0,0.34950229104123876,27.804659102086113,19.66086299966535,0.8798974671921496,0.9041826726582715,0.03159482912845869,31.65074879608262,0.8478312101911022,0.8449206349206353,142.99311118198892,158.0279030008948,0.8969170810355449,144.9749578286649,1218.6309031350866,fedor-dostoevskii,429.0,118.0,92.0,648.0,23.0
podrostok. Text/chapter32.xhtml,300.0,6730.0,2187.0,2437.0,754.0,5652.0,2400.0,4006.0,40087.0,31368.0,6757.0,13307.0,1868.0,8.83637493808816,58.837981674096085,4.4299170133729575,14.06631953593144,4.4299170133729575,58.644328875681026,5578.0,1002.0,1071.0,503.0,601.0,3046.0,263.0,15.0,435.0,0.324962852897474,26.658840171447363,18.850646663798774,0.8724753500192136,0.8983713320707397,0.03331351832248822,30.017844117201882,0.85271665918278,0.8550746268656715,139.09022050246932,155.9641429621094,0.9015070031142985,159.12999936750228,1174.175167665896,fedor-dostoevskii,490.0,227.0,112.0,657.0,19.0
podrostok. Text/chapter33.xhtml,292.0,6249.0,2224.0,2234.0,722.0,4971.0,2153.0,3540.0,37165.0,28230.0,6196.0,11970.0,1903.0,7.8795329280082065,63.89217007871946,3.2425848741278074,13.952282753325969,3.2425848741278074,57.150404886699675,5247.0,761.0,1282.0,394.0,462.0,2917.0,236.0,21.0,422.0,0.35589694351096174,28.13387286472268,19.893652283685604,0.8817971184700527,0.9056949803184605,0.0311403534928299,32.11267335903078,0.8476516129032506,0.8485483870967739,158.6415123832918,162.40651562385347,0.9017185207191303,152.69478838317076,1227.017820764581,fedor-dostoevskii,468.0,112.0,117.0,623.0,30.0
podrostok. Text/chapter34.xhtml,259.0,5307.0,1885.0,1931.0,588.0,4334.0,1850.0,3072.0,31606.0,24262.0,5318.0,10317.0,1615.0,7.6417343742838355,63.36097392676534,3.3263704341101175,13.37133424045602,3.3263704341101175,56.87625289829925,4473.0,922.0,870.0,321.0,413.0,2505.0,176.0,11.0,369.0,0.3551912568306011,25.87538442469373,18.29665979250971,0.8793138399672257,0.9021970896812551,0.03240028178150513,30.863929108506223,0.8469570178775676,0.8458490566037735,140.26523708043868,145.7176622419983,0.9008026043157776,150.58418806618252,1162.4735977121506,fedor-dostoevskii,371.0,94.0,114.0,607.0,31.0
podrostok. Text/chapter35.xhtml,209.0,4526.0,1893.0,1836.0,712.0,3585.0,1439.0,2858.0,28263.0,22603.0,4530.0,9739.0,1045.0,9.729260688377835,49.36028833935558,6.297024187734031,16.368333248221155,6.297024187734031,62.22112324961361,3995.0,653.0,843.0,436.0,435.0,2055.0,164.0,19.0,316.0,0.4182501104728237,28.138007376590387,19.89657582506416,0.8964459805281031,0.9156692475923371,0.02832661523933744,35.30248819178687,0.8741344650436138,0.872666666666667,223.42785231918114,211.16368788337078,0.9101187671058897,164.14585470633494,1362.2574099268145,fedor-dostoevskii,194.0,21.0,58.0,353.0,32.0
podrostok. Text/annotation.xhtml,6.0,136.0,109.0,70.0,39.0,74.0,16.0,97.0,1040.0,816.0,125.0,348.0,51.0,13.196078431372552,23.583039215686284,12.878000000000007,22.59060780014594,12.878000000000007,74.13725490196079,130.0,26.0,45.0,13.0,18.0,78.0,6.0,,6.0,0.8014705882352942,9.346672890266731,6.6090957822400735,0.9549516486188608,0.9391717329912677,0.02111438005859992,47.36108743068203,0.9011494252873558,0.84,140.10267965828763,12.74025974025974,0.9031418148433437,153.0,1661.1124358025263,fedor-dostoevskii,,,,5.0,5.0
unizhennye-i-oskorblennye. Text/chapter2.xhtml,180.0,3489.0,1611.0,1492.0,493.0,2817.0,1049.0,2261.0,22278.0,17839.0,3424.0,7468.0,921.0,8.533055460017199,52.996139294926934,6.403943887933501,14.681745927567528,6.403943887933501,62.1463026655202,3148.0,504.0,935.0,254.0,329.0,1736.0,104.0,22.0,194.0,0.46173688736027513,27.27376258489839,19.285462472253595,0.9052684852819587,0.9213182522253774,0.02673991272054745,37.39727988085695,0.8836569767442316,0.8855072463768118,275.1439346036522,274.0642545752721,0.9191781535506242,190.68083106138948,1312.0209797197488,fedor-dostoevskii,123.0,24.0,26.0,416.0,26.0
unizhennye-i-oskorblennye. Text/chapter3.xhtml,41.0,732.0,464.0,297.0,84.0,604.0,220.0,468.0,4489.0,3571.0,727.0,1497.0,185.0,7.087391043582567,60.715817672930825,4.506831000932962,12.704840007276115,4.506831000932962,58.427429028388644,646.0,89.0,152.0,63.0,74.0,341.0,17.0,2.0,33.0,0.6338797814207651,17.14993348614609,12.126834264952146,0.930880665181314,0.9319418977809307,0.02412954003764841,41.442978127214104,0.8715666178623697,0.8685714285714285,258.3863391781801,309.98830174751674,0.909758696266346,163.73684210526315,1620.8940751354803,fedor-dostoevskii,51.0,2.0,16.0,73.0,
unizhennye-i-oskorblennye. Text/chapter4.xhtml,49.0,912.0,546.0,418.0,193.0,673.0,269.0,597.0,6106.0,5007.0,909.0,2097.0,186.0,9.31519736842105,44.4486211063373,8.54895837808808,17.59646193768454,8.54895837808808,64.44557823129252,849.0,107.0,297.0,106.0,93.0,481.0,16.0,8.0,59.0,0.5986842105263158,18.079866673937847,12.784396328090123,0.924728856706554,0.9278883045038318,0.025429484645977808,39.324430436625875,0.9009733487833141,0.9033333333333334,298.7075208913649,291.19534143062094,0.9169092268504982,190.47042640990372,1358.1152787624496,fedor-dostoevskii,4.0,,4.0,117.0,4.0
unizhennye-i-oskorblennye. Text/chapter5.xhtml,77.0,1821.0,953.0,826.0,373.0,1335.0,489.0,1219.0,12223.0,10008.0,1817.0,4214.0,392.0,11.891207628176328,37.012645363971586,9.997860320075311,19.508887062581092,9.997860320075311,69.00904312601182,1697.0,232.0,539.0,195.0,174.0,917.0,34.0,12.0,113.0,0.5233388248215266,22.33253008628702,15.791483465066143,0.913745303412241,0.9236743033099121,0.026455980572953966,37.79863676730634,0.8909029345372637,0.8894444444444447,272.17510485297123,272.04197656029294,0.9117033446787747,174.8006329113924,1405.9164607884882,fedor-dostoevskii,11.0,,,223.0,16.0
unizhennye-i-oskorblennye. Text/chapter6.xhtml,59.0,1207.0,652.0,471.0,168.0,971.0,407.0,732.0,7349.0,5834.0,1190.0,2503.0,307.0,8.572514007273949,55.60851887997977,4.955895475545191,14.968926666531878,4.955895475545191,59.479996629828825,1050.0,158.0,244.0,83.0,139.0,543.0,37.0,1.0,60.0,0.5401822700911351,18.766961397610967,13.27024566651688,0.9132105515145246,0.9193335223177,0.028162781497002402,35.507856356675504,0.8749050086355796,0.8791666666666665,211.36631671041118,223.68020192895335,0.9051206274927797,161.37937915742793,1357.6169865563995,fedor-dostoevskii,91.0,6.0,5.0,127.0,3.0
unizhennye-i-oskorblennye. Text/chapter7.xhtml,145.0,2341.0,1035.0,885.0,278.0,1952.0,811.0,1419.0,14076.0,10949.0,2273.0,4727.0,752.0,6.061290164827881,64.49144861465038,2.767026530071142,12.291858096513472,2.767026530071142,53.949184698552045,2063.0,326.0,486.0,150.0,184.0,1063.0,74.0,8.0,136.0,0.4421187526697992,21.391421388333274,15.126019122909407,0.8947999895581444,0.9084944030700347,0.03122216605424848,32.02852736938562,0.8576876090750428,0.8586956521739131,177.30604052030256,171.53702743009745,0.9082820649730722,167.3982398239824,1198.3953481704489,fedor-dostoevskii,97.0,45.0,24.0,259.0,11.0
unizhennye-i-oskorblennye. Text/chapter8.xhtml,39.0,714.0,402.0,282.0,84.0,596.0,233.0,447.0,4359.0,3406.0,682.0,1475.0,229.0,7.4613014436543885,58.878837535014,3.95743654384831,13.025266411967753,3.95743654384831,57.80349062702004,601.0,210.0,83.0,41.0,54.0,394.0,23.0,4.0,50.0,0.5630252100840336,15.044471890158906,10.638048092901759,0.9125793478573789,0.912760952813753,0.03063416158788893,32.643295855544004,0.8609624060150353,0.8600000000000001,165.8620156539418,184.19607890840592,0.8997142290156454,144.70778851620238,1170.5986542183898,fedor-dostoevskii,36.0,27.0,8.0,97.0,3.0
unizhennye-i-oskorblennye. Text/chapter9.xhtml,193.0,2656.0,916.0,781.0,193.0,2338.0,1075.0,1456.0,14625.0,11146.0,2571.0,4830.0,787.0,3.42843833884762,79.65154636681442,-0.909538657219553,8.891153770860452,-0.909538657219553,43.16677851301579,2020.0,339.0,414.0,161.0,132.0,1326.0,147.0,1.0,281.0,0.34487951807228917,17.773847038675022,12.568007768819545,0.864981949951085,0.8821598344115936,0.03943021529563957,25.361261471747174,0.8144073647871037,0.8132075471698114,96.07159569953127,96.16913227146546,0.8702103633701926,117.88558627837774,1038.6069247541448,fedor-dostoevskii,230.0,125.0,73.0,214.0,4.0
unizhennye-i-oskorblennye. Text/chapter10.xhtml,202.0,2740.0,1041.0,896.0,267.0,2355.0,1089.0,1533.0,15687.0,12168.0,2690.0,5219.0,754.0,3.9611696899616966,74.7261906482619,0.5646851918768476,10.21456716946542,0.5646851918768476,46.26508636265086,2110.0,329.0,431.0,160.0,350.0,1177.0,122.0,3.0,255.0,0.3799270072992701,19.887282735420143,14.062432481589736,0.87773986924606,0.8943932836792964,0.035563991197091346,28.118328858482748,0.8388034188034202,0.8414814814814816,127.38100317794095,126.53785723109428,0.8878184730403008,135.99209944551154,1161.9150441220854,fedor-dostoevskii,271.0,104.0,92.0,228.0,11.0
unizhennye-i-oskorblennye. Text/chapter11.xhtml,81.0,1508.0,751.0,556.0,198.0,1230.0,500.0,928.0,9177.0,7292.0,1471.0,3119.0,382.0,7.631076562858173,58.32755738939649,4.452652126927987,13.872895660622072,4.452652126927987,55.48731047581622,1297.0,258.0,240.0,114.0,101.0,729.0,41.0,3.0,94.0,0.4980106100795756,19.339233908553908,13.674903439691288,0.9047441238545767,0.9134339452654548,0.029969744506669827,33.366984485885354,0.8675942426319438,0.8640000000000001,171.11033170527588,177.61965866466616,0.8965464701817945,145.67666666666668,1363.9882328524855,fedor-dostoevskii,103.0,14.0,20.0,195.0,6.0
unizhennye-i-oskorblennye. Text/chapter12.xhtml,72.0,1382.0,685.0,494.0,154.0,1128.0,472.0,810.0,8173.0,6343.0,1318.0,2710.0,441.0,7.1300389934073,64.0305579675189,3.0757203931500285,12.980134913793007,3.0757203931500285,54.939741115935036,1178.0,171.0,301.0,79.0,110.0,640.0,46.0,10.0,92.0,0.4956584659913169,18.426232637304135,13.029314049558636,0.9029400761378503,0.9107825375641094,0.03090580330698732,32.35638271773753,0.860525131282818,0.8607407407407406,182.42146423384517,177.65446155200718,0.8987840867825722,154.68811800940185,1319.7840548964132,fedor-dostoevskii,73.0,39.0,15.0,166.0,8.0
unizhennye-i-oskorblennye. Text/chapter13.xhtml,201.0,2937.0,1233.0,1064.0,361.0,2470.0,1089.0,1742.0,17636.0,13792.0,2904.0,5968.0,887.0,5.403490514739886,65.71595020301964,2.4552852768842186,11.898531197675457,2.4552852768842186,50.839383267523466,2466.0,528.0,559.0,124.0,222.0,1404.0,144.0,6.0,279.0,0.4198161389172625,22.751555975031348,16.08777951248998,0.8913058505253526,0.9074684488882081,0.031342895060179767,31.90515739149032,0.860526315789501,0.8596551724137931,155.9514219581123,169.25726202506675,0.901921295825012,151.85137181699716,1218.2124119836506,fedor-dostoevskii,154.0,38.0,39.0,301.0,10.0
unizhennye-i-oskorblennye. Text/chapter14.xhtml,96.0,1831.0,893.0,713.0,221.0,1509.0,618.0,1112.0,11149.0,8733.0,1762.0,3705.0,558.0,7.527165540233025,60.428793805752775,4.167178684803389,13.464344778383078,4.167178684803389,58.013386355361376,1586.0,296.0,364.0,133.0,154.0,876.0,89.0,4.0,128.0,0.4877116329874386,20.869271387803234,14.756803316738058,0.9044233305464879,0.9150500066079014,0.029293839732022615,34.13687004325514,0.8654320987654383,0.8683333333333334,183.24018795507547,175.29764985008168,0.9076926175343971,166.75276201851298,1266.7742136788759,fedor-dostoevskii,86.0,31.0,24.0,197.0,13.0
unizhennye-i-oskorblennye. Text/chapter15.xhtml,48.0,1046.0,577.0,421.0,156.0,836.0,294.0,698.0,6528.0,5248.0,1041.0,2263.0,231.0,9.881320108349264,48.48068992989164,6.480287165391971,15.988616627549582,6.480287165391971,62.04023263224984,918.0,182.0,234.0,108.0,79.0,529.0,23.0,4.0,103.0,0.5516252390057361,17.840621146874618,12.61522419353516,0.9144384300721022,0.9190616249522254,0.028336039779354116,35.29074661762046,0.8851554663991985,0.8899999999999999,215.99315995552763,227.9899911194837,0.9090755963909539,173.55827246745,1340.2075245957958,fedor-dostoevskii,25.0,,11.0,130.0,4.0
