,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,masc,,femn,neut,sing,plur,past,pres,futr,pssv,actv,3per,1per,2per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author
867 dmitriy-mamin-sibiryak privalovskie-milliony,45.0,507.0,299.0,213.0,90.0,341.0,122.0,309.0,3068.0,2399.0,505.0,1029.0,103.0,3.746642998027614,70.21022682445759,2.5881459566074945,12.553279569776885,1.74108895463511,53.27850098619329,148.0,454.0,60.0,23.0,245.0,45.0,53.0,20.0,4.0,5.0,2.0,22.0,15.0,16.0,0.5897435897435898,13.279056191361393,9.389710680668848,0.9152177093536435,0.9109708812433582,0.03134271392948194,31.905341772569628,0.8685589519650654,0.8560000000000001,120.88194444444443,130.84018987341773,0.8813927724703678,116.29283771532185,1155.424828343811,dmitriy-mamin-sibiryak
868 dmitriy-mamin-sibiryak privalovskie-milliony,38.0,514.0,329.0,236.0,95.0,366.0,122.0,339.0,3274.0,2609.0,513.0,1116.0,102.0,5.887700184312923,58.761295310260095,4.999766536964984,14.029091529852717,4.529112123694453,59.44071267663322,40.0,463.0,168.0,26.0,238.0,55.0,53.0,18.0,6.0,2.0,6.0,32.0,7.0,12.0,0.6400778210116731,14.511567906771496,10.261228072527198,0.9285245823937603,0.925641102744796,0.026365322753903627,37.928608321395984,0.9025376344085994,0.8960000000000001,243.85197817189632,263.3609022556391,0.9233598214482067,228.09861591695503,1393.6044783585087,dmitriy-mamin-sibiryak
869 dmitriy-mamin-sibiryak privalovskie-milliony,50.0,495.0,320.0,219.0,87.0,338.0,101.0,324.0,3153.0,2487.0,500.0,1053.0,106.0,3.7900909090909067,66.11590909090908,3.767979797979798,11.712282795405024,3.188707575757576,54.14242424242424,92.0,461.0,92.0,43.0,224.0,54.0,53.0,18.0,5.0,,3.0,23.0,6.0,5.0,0.6464646464646465,14.382930399215832,10.17026761861965,0.929690916989011,0.9264534977159347,0.02609253594508575,38.32513643382905,0.879417040358743,0.8711111111111112,239.76077690880336,254.72323982183326,0.8966475372032454,137.06838565022423,1512.7608134363898,dmitriy-mamin-sibiryak
870 dmitriy-mamin-sibiryak privalovskie-milliony,44.0,515.0,324.0,235.0,96.0,355.0,121.0,330.0,3271.0,2627.0,519.0,1090.0,95.0,4.595712709620479,64.4171491615181,4.735048543689327,13.109249595593157,4.175202669902916,57.335613415710505,111.0,462.0,110.0,40.0,263.0,43.0,72.0,13.0,2.0,5.0,2.0,38.0,8.0,7.0,0.629126213592233,14.27714583535111,10.095466636166044,0.9257829919917504,0.9227002405433045,0.027368098740001644,36.53889184996195,0.8617167381974239,0.8540000000000001,182.12555970103267,185.9855887858419,0.8917409978798521,141.70770877944327,1541.4483196655192,dmitriy-mamin-sibiryak
871 dmitriy-mamin-sibiryak privalovskie-milliony,37.0,496.0,293.0,181.0,65.0,378.0,141.0,302.0,2902.0,2274.0,500.0,975.0,101.0,4.328447035745423,71.26785200523103,2.274838709677425,11.768304000521947,1.4202968613775084,49.89734088927637,71.0,426.0,100.0,36.0,220.0,48.0,51.0,24.0,3.0,4.0,1.0,46.0,15.0,9.0,0.5907258064516129,13.156088373461262,9.302759302763954,0.9151861954284298,0.9106193977274034,0.03146517570915443,31.781166876149417,0.8650559284116324,0.8733333333333333,175.93399052339197,158.4823717948718,0.89087601982725,145.10638297872342,1128.2516160166113,dmitriy-mamin-sibiryak
872 dmitriy-mamin-sibiryak privalovskie-milliony,39.0,508.0,324.0,208.0,80.0,366.0,119.0,327.0,3149.0,2499.0,515.0,1067.0,93.0,5.1254381183121325,63.66800524934382,4.039094488188972,12.712563437965983,3.408456087219868,53.9705229154048,100.0,445.0,86.0,42.0,246.0,45.0,50.0,24.0,8.0,3.0,2.0,44.0,10.0,9.0,0.6377952755905512,14.375175452541043,10.164784043238168,0.9278165041385451,0.9247340712591293,0.02667669311420252,37.48590560752846,0.881960784313724,0.8800000000000001,199.89791094938164,205.4932599852071,0.9010760790424586,153.12485136741975,1511.551453068948,dmitriy-mamin-sibiryak
873 dmitriy-mamin-sibiryak privalovskie-milliony,33.0,505.0,340.0,216.0,89.0,376.0,141.0,324.0,3153.0,2522.0,510.0,1086.0,102.0,6.607098709870986,57.696308130813094,4.8501980198019865,14.569343419498464,4.5153118811881185,58.07530753075308,104.0,451.0,86.0,46.0,235.0,73.0,47.0,19.0,8.0,3.0,3.0,27.0,20.0,7.0,0.6732673267326733,15.129801422659483,10.698385183968394,0.9364432326951088,0.9339684742085973,0.023510882999642883,42.53349395746597,0.8877192982456127,0.89,228.0574292948549,165.41572417084228,0.9146590141848769,186.05263157894737,1458.9191564449918,dmitriy-mamin-sibiryak
874 dmitriy-mamin-sibiryak privalovskie-milliony,20.0,507.0,344.0,252.0,104.0,374.0,122.0,356.0,3406.0,2810.0,509.0,1194.0,84.0,13.023215976331361,32.3427218934911,8.772564102564107,20.210932518115328,10.766138510848123,75.05414201183433,86.0,473.0,135.0,65.0,273.0,50.0,53.0,11.0,1.0,3.0,4.0,34.0,,,0.6785009861932939,15.277576353940868,10.802877839966836,0.9377267944145637,0.9353870739900657,0.02302145003698391,43.43775037599726,0.9072489082969415,0.9080000000000001,321.7452055458742,344.9172719935432,0.9217744512944336,197.64406779661016,1431.5734430933348,dmitriy-mamin-sibiryak
875 dmitriy-mamin-sibiryak privalovskie-milliony,32.0,511.0,319.0,236.0,131.0,329.0,116.0,344.0,3339.0,2671.0,510.0,1198.0,107.0,8.348973214285714,45.175820694716236,6.226751467710372,17.938321958752866,6.160291126467705,62.152703033268104,67.0,469.0,128.0,44.0,251.0,40.0,40.0,21.0,6.0,2.0,,27.0,10.0,5.0,0.62426614481409,14.111729171001503,9.978499391083178,0.9244466703578629,0.921153539269052,0.027895712087578135,35.84780330613236,0.8940259740259731,0.9040000000000002,226.46104141052868,206.44179342314936,0.9099162911610382,184.82978723404256,1329.209641758421,dmitriy-mamin-sibiryak
876 dmitriy-mamin-sibiryak privalovskie-milliony,37.0,532.0,343.0,260.0,104.0,363.0,117.0,350.0,3434.0,2758.0,517.0,1199.0,119.0,6.907849014427963,52.69216825848406,5.7489473684210495,14.872612382364922,5.446293029871974,63.2505588295062,102.0,492.0,126.0,37.0,267.0,61.0,52.0,16.0,4.0,2.0,1.0,19.0,11.0,10.0,0.6447368421052632,14.870935977338657,10.515339672167164,0.9300720133426372,0.9277093624630433,0.025653064401976854,38.98169763776599,0.8790890269151116,0.8880000000000002,229.161550183745,246.32344164130757,0.9149625469453116,189.3378016085791,1246.650253169602,dmitriy-mamin-sibiryak
877 dmitriy-mamin-sibiryak privalovskie-milliony,36.0,502.0,319.0,227.0,99.0,340.0,125.0,314.0,3190.0,2551.0,499.0,1094.0,89.0,6.15154271801682,57.73232182381585,5.10924302788845,14.711394885889952,4.682691567065071,59.163567950420536,88.0,452.0,90.0,37.0,228.0,50.0,40.0,19.0,8.0,3.0,,24.0,19.0,7.0,0.6354581673306773,14.237666781410711,10.06755072940996,0.9270882500595068,0.923799118946576,0.026997315358076396,37.04072003962588,0.8883002207505499,0.884,198.85199175824175,216.0301454048843,0.903280900345091,166.3373015873016,1566.4081559441108,dmitriy-mamin-sibiryak
878 dmitriy-mamin-sibiryak privalovskie-milliony,25.0,494.0,367.0,265.0,106.0,347.0,96.0,357.0,3441.0,2846.0,502.0,1179.0,76.0,10.51486963562753,37.70995546558703,9.58497975708502,18.25504984887435,10.567376356275297,73.40372469635628,127.0,477.0,93.0,42.0,225.0,92.0,54.0,9.0,2.0,4.0,4.0,15.0,,2.0,0.742914979757085,16.512110633436606,11.675825400605522,0.9520883567196269,0.9504529593432315,0.017786377086035976,56.222804406024686,0.9214382022471894,0.9133333333333332,538.0321259842519,1.0,0.9305550571100498,221.80510018214937,2196.8839783443964,dmitriy-mamin-sibiryak
879 dmitriy-mamin-sibiryak privalovskie-milliony,36.0,495.0,340.0,242.0,86.0,353.0,99.0,340.0,3220.0,2582.0,498.0,1099.0,103.0,6.354974747474749,55.52585858585857,5.813434343434341,13.714914521828847,5.470046717171719,62.638888888888886,139.0,466.0,69.0,40.0,228.0,76.0,57.0,13.0,6.0,6.0,4.0,18.0,6.0,5.0,0.6868686868686869,15.28186354916682,10.805909344783379,0.9394618989246092,0.9370008489279916,0.022466408473994514,44.51089728727791,0.8882062780269044,0.8822222222222224,244.09111946699022,227.80398230088494,0.9084110670101115,156.54929577464787,1579.5961510989891,dmitriy-mamin-sibiryak
880 dmitriy-mamin-sibiryak privalovskie-milliony,38.0,503.0,352.0,237.0,81.0,386.0,121.0,346.0,3311.0,2683.0,511.0,1147.0,96.0,6.542374699173379,52.57998796693525,6.3628429423459245,12.958020762301246,6.063749319870247,60.354138327927174,105.0,478.0,72.0,52.0,220.0,86.0,65.0,14.0,2.0,11.0,4.0,6.0,12.0,7.0,0.6998011928429424,15.694904264783386,11.097973235701998,0.9426165388265856,0.9405375370437336,0.021240798488447604,47.079209406552096,0.9012334801762105,0.892,290.23644919597746,242.25744047619048,0.9215542423181224,196.0450310559006,1611.7829334570959,dmitriy-mamin-sibiryak
881 dmitriy-mamin-sibiryak privalovskie-milliony,28.0,511.0,367.0,238.0,87.0,390.0,116.0,361.0,3391.0,2772.0,515.0,1155.0,90.0,8.8525,47.267534246575366,7.587808219178086,15.634380917169237,8.037481164383571,64.82534246575342,110.0,481.0,101.0,52.0,229.0,84.0,61.0,13.0,2.0,5.0,4.0,25.0,2.0,3.0,0.7181996086105675,16.235124155979786,11.479966384098828,0.9469230074707098,0.9452635847427621,0.019597025162023447,51.02815308610581,0.8993939393939379,0.8960000000000001,486.712927756654,228.16642754662843,0.9283968477965912,207.4920382165605,1713.7766730162753,dmitriy-mamin-sibiryak
882 dmitriy-mamin-sibiryak privalovskie-milliony,29.0,497.0,333.0,233.0,92.0,359.0,124.0,327.0,3219.0,2605.0,501.0,1090.0,87.0,7.817646569069591,52.74683653646014,6.45571428571429,15.797218692573116,6.578658468049682,64.0192187608409,139.0,455.0,60.0,36.0,211.0,87.0,59.0,20.0,,2.0,2.0,32.0,6.0,4.0,0.670020120724346,14.937091423741345,10.562118636930927,0.9355010502492546,0.9327826211130552,0.023920780658021664,41.80465572157893,0.8750446428571426,0.8733333333333334,214.47749119891694,180.06497175141243,0.9199770533861555,208.90847457627117,1471.9453728659012,dmitriy-mamin-sibiryak
883 dmitriy-mamin-sibiryak privalovskie-milliony,28.0,493.0,345.0,255.0,108.0,348.0,124.0,332.0,3408.0,2810.0,501.0,1182.0,74.0,9.539731237322517,39.85200231816867,9.031054766734282,17.41368130816241,9.579533794552304,69.33128078817734,87.0,450.0,72.0,47.0,191.0,103.0,26.0,22.0,5.0,4.0,1.0,23.0,11.0,9.0,0.6997971602434077,15.53801854433105,10.987038278898815,0.9424297671382055,0.9401434062010492,0.021378947481072046,46.77498744432367,0.8968918918918898,0.8711111111111111,311.6168910648715,310.8982992016661,0.9208628364003916,192.8108108108108,1720.4299762048972,dmitriy-mamin-sibiryak
884 dmitriy-mamin-sibiryak privalovskie-milliony,29.0,535.0,371.0,276.0,124.0,369.0,125.0,368.0,3688.0,3022.0,542.0,1275.0,102.0,9.846851434096035,39.623269416693546,8.840093457943926,18.331877214409868,9.49496567837577,70.03706090879794,93.0,506.0,88.0,74.0,223.0,90.0,57.0,16.0,3.0,12.0,,19.0,9.0,1.0,0.6934579439252336,16.03972871330004,11.341800941567035,0.9417304773839094,0.9401850578308046,0.02135702598397016,46.822998705464194,0.8927983539094623,0.8840000000000001,315.02011834969153,346.4325105042017,0.9299078006641245,229.65434083601286,1466.9844248259067,dmitriy-mamin-sibiryak
885 dmitriy-mamin-sibiryak privalovskie-milliony,32.0,512.0,362.0,247.0,89.0,376.0,113.0,352.0,3367.0,2733.0,512.0,1156.0,97.0,7.732031249999999,50.340468749999985,6.840898437500002,14.794462943762992,6.863195312499997,64.2421875,93.0,492.0,98.0,52.0,194.0,120.0,54.0,11.0,2.0,8.0,3.0,15.0,4.0,1.0,0.70703125,15.998290924345637,11.3125,0.9444273207870229,0.9426329512288367,0.020512049376194642,48.75183272328482,0.8977105831533464,0.9080000000000001,414.8291558628637,312.28031212484996,0.9311448546181454,236.12996389891697,1556.7551204337308,dmitriy-mamin-sibiryak
886 dmitriy-mamin-sibiryak privalovskie-milliony,41.0,507.0,321.0,215.0,74.0,380.0,123.0,331.0,3174.0,2533.0,512.0,1075.0,94.0,4.947572040217445,63.328423774474416,4.317928994082841,11.927714323933525,3.703927671140619,54.772165295617455,132.0,467.0,55.0,51.0,223.0,74.0,55.0,15.0,2.0,3.0,2.0,28.0,8.0,4.0,0.6331360946745562,14.256110493066915,10.080592402992309,0.926616509114677,0.9234095895305765,0.02712875229520907,36.86126030118236,0.8703056768558939,0.868,203.8426185619582,194.65990650557063,0.9042287097644826,160.94228356336262,1315.6175074939406,dmitriy-mamin-sibiryak
887 dmitriy-mamin-sibiryak privalovskie-milliony,33.0,497.0,333.0,239.0,94.0,341.0,107.0,328.0,3240.0,2623.0,499.0,1111.0,87.0,7.108208036095359,52.90792238278152,6.373219315895376,14.971617427968951,6.222689134808853,63.149137247728795,117.0,445.0,71.0,51.0,222.0,81.0,33.0,26.0,6.0,2.0,3.0,26.0,9.0,17.0,0.670020120724346,14.937091423741345,10.562118636930927,0.9355010502492546,0.9327826211130552,0.023920780658021664,41.80465572157893,0.8853124999999996,0.8888888888888888,229.67424242424244,287.17857142857144,0.9134640507712053,182.33136094674558,1603.3690668717852,dmitriy-mamin-sibiryak
888 dmitriy-mamin-sibiryak privalovskie-milliony,33.0,509.0,322.0,220.0,104.0,363.0,146.0,321.0,3366.0,2748.0,510.0,1148.0,86.0,7.43231886646425,51.233779543966165,7.0943614931237775,15.745264678664496,7.083120825147354,58.64624635351551,61.0,444.0,91.0,49.0,210.0,80.0,25.0,30.0,17.0,4.0,3.0,35.0,18.0,12.0,0.6326129666011788,14.272399071129547,10.092110166996285,0.926530238232208,0.9233646878045119,0.027143488045644794,36.84124893301807,0.9060434782608692,0.9020000000000001,261.2554936548504,217.84822449333103,0.9185466993050024,209.53970826580226,1193.9220902910083,dmitriy-mamin-sibiryak
889 dmitriy-mamin-sibiryak privalovskie-milliony,28.0,515.0,347.0,233.0,82.0,401.0,137.0,346.0,3344.0,2719.0,516.0,1130.0,94.0,8.43997572815534,51.05438280166436,6.804951456310679,15.179927768687937,7.169565360610257,63.63557558945908,132.0,490.0,95.0,51.0,265.0,70.0,58.0,11.0,3.0,4.0,4.0,15.0,9.0,1.0,0.6737864077669903,15.290646928601342,10.812120131943264,0.9367662448812976,0.9345223548844299,0.023317938842231,42.885437120578814,0.8782403433476407,0.8859999999999999,278.0181948911238,140.4911712153593,0.9131107416800541,174.15131578947367,1775.4662424099874,dmitriy-mamin-sibiryak
890 dmitriy-mamin-sibiryak privalovskie-milliony,34.0,499.0,334.0,227.0,86.0,365.0,112.0,339.0,3199.0,2565.0,501.0,1087.0,103.0,6.503474596251326,56.83634975834019,5.556773547094185,14.111081039521821,5.254906312625252,60.167452552163155,98.0,461.0,113.0,28.0,235.0,49.0,42.0,12.0,3.0,1.0,,17.0,11.0,10.0,0.6693386773547094,14.95189346659723,10.572585261809737,0.935378954244442,0.9326949109315876,0.023950569914964935,41.75265989704796,0.8877777777777756,0.8733333333333335,280.70499456050584,272.7260003847634,0.9153555275059825,188.83130699088147,1408.0712222472068,dmitriy-mamin-sibiryak
891 dmitriy-mamin-sibiryak privalovskie-milliony,40.0,504.0,323.0,216.0,90.0,361.0,126.0,325.0,3151.0,2502.0,504.0,1076.0,105.0,5.168920634920635,62.146269841269856,4.195793650793657,13.31173065629068,3.5707285714285675,55.457142857142856,98.0,444.0,63.0,45.0,210.0,69.0,45.0,18.0,11.0,2.0,,22.0,24.0,14.0,0.6408730158730159,14.38756352295218,10.1735437318317,0.928498434461678,0.9253769880112204,0.02645824363440149,37.79540372437201,0.8730109890109858,0.8800000000000001,188.89375260174836,185.23807826136556,0.9009334836242896,157.07063197026022,1454.8084387865076,dmitriy-mamin-sibiryak
892 dmitriy-mamin-sibiryak privalovskie-milliony,39.0,505.0,305.0,229.0,77.0,360.0,137.0,300.0,3126.0,2441.0,511.0,1036.0,111.0,4.73071337903021,66.7074092409241,3.5521782178217833,12.472871793178243,2.8508480578827076,58.2952526021833,130.0,452.0,40.0,32.0,213.0,62.0,40.0,27.0,5.0,1.0,1.0,12.0,20.0,21.0,0.6039603960396039,13.572321864444536,9.597080826795176,0.9189907752658608,0.9150510428516249,0.029966886067056914,33.37016724935316,0.8453070175438577,0.844,126.97843250807165,117.73446804592055,0.8887269346672589,137.28155339805826,1351.645689059331,dmitriy-mamin-sibiryak
893 dmitriy-mamin-sibiryak privalovskie-milliony,48.0,524.0,334.0,214.0,71.0,392.0,151.0,312.0,3209.0,2480.0,527.0,1055.0,120.0,3.456685750636133,71.6404707379135,2.494427480916034,10.802699273515776,1.6496059160305308,51.75636132315521,141.0,474.0,48.0,44.0,237.0,56.0,44.0,19.0,14.0,4.0,,18.0,17.0,15.0,0.6374045801526718,14.590857746239333,10.317294455694098,0.9280761336037493,0.9253872914439302,0.026449100461028562,37.80846919438528,0.8766315789473664,0.8859999999999999,237.78711246064387,140.2438742110147,0.9092892735296891,164.29976019184653,1211.0088664700859,dmitriy-mamin-sibiryak
894 dmitriy-mamin-sibiryak privalovskie-milliony,43.0,503.0,336.0,229.0,85.0,369.0,128.0,326.0,3199.0,2542.0,501.0,1085.0,117.0,4.88838133986777,61.98885824587359,4.473180914512927,12.480373528036543,3.8772215312774563,57.22451338480743,98.0,465.0,83.0,42.0,201.0,77.0,54.0,17.0,4.0,2.0,2.0,22.0,6.0,10.0,0.6679920477137177,14.98149952547505,10.593519906806453,0.9351381462042105,0.9325228129729926,0.02400896596146432,41.65110657431285,0.8889427312775312,0.8780000000000001,271.8002214170692,336.6146496815287,0.9089697305555251,169.69489247311827,1512.878071631319,dmitriy-mamin-sibiryak
895 dmitriy-mamin-sibiryak privalovskie-milliony,43.0,507.0,337.0,251.0,93.0,354.0,91.0,356.0,3341.0,2685.0,508.0,1132.0,118.0,5.4864556671712315,57.319321820100015,5.828777120315589,13.052180496917378,5.419361703591576,61.2976010274758,133.0,473.0,124.0,28.0,263.0,57.0,58.0,16.0,4.0,2.0,6.0,21.0,4.0,9.0,0.6646942800788954,14.966695439761839,10.583051837409371,0.9344260493393471,0.9318435752498222,0.02424168492162734,41.25125803890987,0.890043668122269,0.8959999999999999,270.03046159342347,246.75367965367965,0.9145889767346198,188.08064516129033,1571.7029005091977,dmitriy-mamin-sibiryak
896 dmitriy-mamin-sibiryak privalovskie-milliony,42.0,495.0,318.0,235.0,98.0,344.0,117.0,325.0,3169.0,2520.0,500.0,1084.0,111.0,5.1712626262626245,59.90064213564213,4.700303030303029,13.555085461904095,4.134983766233766,59.26046176046176,95.0,445.0,92.0,32.0,219.0,58.0,40.0,27.0,6.0,,1.0,23.0,13.0,14.0,0.6424242424242425,14.293037084220732,10.106703446003278,0.9286804319144067,0.9253564045862355,0.026467538960371295,37.78213008384561,0.8825560538116577,0.88,200.52180531992244,213.96116863905326,0.9005520624340568,147.30722891566265,1452.3465309506357,dmitriy-mamin-sibiryak
897 dmitriy-mamin-sibiryak privalovskie-milliony,33.0,494.0,344.0,251.0,92.0,362.0,104.0,350.0,3345.0,2728.0,501.0,1145.0,92.0,7.665192000981474,48.073786651944545,7.704412955465589,14.812023348218,7.728392712550601,65.77941356888725,137.0,464.0,116.0,31.0,267.0,58.0,65.0,8.0,2.0,5.0,4.0,24.0,2.0,4.0,0.6963562753036437,15.477291710905154,10.944097923183378,0.9416538835107552,0.9393319820773925,0.021659996575584102,46.16805900732388,0.8977977528089867,0.9044444444444445,278.15417443325055,286.31998724147195,0.9217799651571793,207.44633730834752,1684.8037644177,dmitriy-mamin-sibiryak
898 dmitriy-mamin-sibiryak privalovskie-milliony,48.0,512.0,341.0,222.0,92.0,340.0,120.0,312.0,3221.0,2530.0,500.0,1054.0,115.0,3.664401041666668,69.24684895833333,3.5664843750000017,12.290023148126261,2.8852031249999968,54.026041666666664,135.0,480.0,54.0,43.0,219.0,66.0,41.0,14.0,8.0,1.0,1.0,12.0,11.0,9.0,0.666015625,15.070213274038293,10.65625,0.9348475476693524,0.9324037134206695,0.024047973538665317,41.58354542399005,0.862116630669546,0.8480000000000001,260.35087719298247,149.80647407183721,0.8882467423089457,119.14025500910746,1743.1340692316196,dmitriy-mamin-sibiryak
899 dmitriy-mamin-sibiryak privalovskie-milliony,45.0,498.0,349.0,240.0,100.0,349.0,105.0,344.0,3340.0,2710.0,499.0,1136.0,107.0,5.484875502008034,55.352751004016085,6.437068273092372,13.229613887448382,6.129661847389556,59.259437751004015,137.0,473.0,62.0,34.0,198.0,108.0,57.0,17.0,4.0,4.0,5.0,20.0,2.0,3.0,0.7008032128514057,15.639063951692908,11.05848817165214,0.9427546210651272,0.940588841636904,0.021223771381747306,47.116979447866264,0.9142984409799536,0.9088888888888889,339.8314464927714,419.59927536231885,0.9256441322382488,219.03185840707965,1543.1689190543302,dmitriy-mamin-sibiryak
900 dmitriy-mamin-sibiryak privalovskie-milliony,38.0,501.0,332.0,224.0,75.0,360.0,119.0,316.0,3172.0,2503.0,503.0,1036.0,126.0,4.965672339531462,65.41688360121864,4.493353293413172,12.470748769699837,3.9331810326714987,57.89478936863116,123.0,452.0,90.0,22.0,233.0,65.0,55.0,27.0,1.0,,4.0,25.0,12.0,12.0,0.6626746506986028,14.832666113411173,10.488278791868954,0.9338109692849011,0.9310493113529391,0.02451592926528111,40.78980605545215,0.8750000000000007,0.8779999999999999,251.49927157917702,245.9358108108108,0.9086385369649341,167.22296395193592,1493.910208313209,dmitriy-mamin-sibiryak
