,n_sents,n_words,n_unique_words,n_long_words,n_complex_words,n_simple_words,n_monosyllable_words,n_polysyllable_words,n_chars,n_letters,n_spaces,n_syllables,n_punctuations,flesch_kincaid_grade,flesch_reading_easy,coleman_liau_index,smog_index,automated_readability_index,lix,,masc,femn,neut,plur,sing,pres,actv,3per,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index,author,1per,2per,futr,past,pssv
mirgorod. Text/chapter8.xhtml,125.0,3330.0,1754.0,1453.0,478.0,2712.0,924.0,2266.0,21423.0,17245.0,3339.0,7291.0,838.0,12.446873273273273,40.614681681681674,8.85104852852853,17.33892084544319,8.85104852852853,70.27363363363364,3072.0,864.0,440.0,305.0,540.0,1507.0,84.0,38.0,204.0,0.5267267267267267,30.39537265240679,21.49277411920898,0.9209598148274563,0.934607838526168,0.022439016754529376,44.56523255628602,0.896214568729085,0.8972727272727274,384.3743883462581,396.29196448620314,0.9257238287229026,195.48511673837908,1625.8861014658119,nikolai-gogol,28.0,26.0,32.0,468.0,41.0
mirgorod. Text/chapter9.xhtml,129.0,3666.0,1827.0,1569.0,529.0,2979.0,1020.0,2488.0,23396.0,18824.0,3679.0,8035.0,881.0,13.334979890635505,38.16590942539236,9.074964703941944,17.953664256192074,9.074964703941944,71.21729532219389,3296.0,735.0,763.0,348.0,566.0,1798.0,90.0,75.0,255.0,0.4983633387888707,30.17465525846595,21.336703353227588,0.9151409704680983,0.9302269711697337,0.023808767475197667,42.00133421613408,0.8740890240531335,0.8775342465753427,275.6034553697266,291.12811034795607,0.9216970346617726,187.14502604674485,1611.8266399911047,nikolai-gogol,77.0,38.0,42.0,489.0,42.0
mirgorod. Text/chapter10.xhtml,152.0,4131.0,1810.0,1693.0,458.0,3509.0,1288.0,2679.0,25582.0,20276.0,4160.0,8619.0,1143.0,11.957903671215075,46.11025178687461,7.308999828797667,15.39687264559135,7.308999828797667,68.1604444571851,3770.0,1141.0,417.0,292.0,692.0,1809.0,91.0,28.0,234.0,0.43815056886952314,28.161188356563304,19.91296725319756,0.9008929342103911,0.9188033441989799,0.027407509135172547,36.486351060508525,0.8586526212641328,0.8607317073170733,204.94621083313092,224.76172397767857,0.9124482091528682,161.7465870307167,1303.7967934078927,nikolai-gogol,84.0,43.0,50.0,562.0,28.0
mirgorod. Text/chapter11.xhtml,83.0,2781.0,1340.0,1188.0,378.0,2312.0,845.0,1845.0,17484.0,13986.0,2791.0,5953.0,703.0,15.454309232615469,34.62729452870815,9.840769856123522,18.91756252573847,9.840769856123522,76.2244706983273,2595.0,607.0,330.0,235.0,598.0,1053.0,53.0,17.0,134.0,0.4818410643653362,25.409978871489653,17.967568369837227,0.9079333083276523,0.9219010421104362,0.026730928877269088,37.4098485163514,0.8536530014641398,0.8578181818181816,193.11535296903583,197.82730436187398,0.9173144199818198,177.06884705235674,1365.4524630408205,nikolai-gogol,35.0,17.0,44.0,325.0,20.0
mirgorod. Text/chapter12.xhtml,147.0,4005.0,1811.0,1638.0,499.0,3357.0,1236.0,2620.0,24894.0,19874.0,4018.0,8439.0,1000.0,12.14194756554307,44.77895475043951,7.666173902519809,16.339229779296538,7.666173902519809,68.14377436367806,3720.0,1046.0,493.0,270.0,742.0,1667.0,119.0,25.0,232.0,0.45218476903870164,28.616544458216623,20.234952640531294,0.9043235915834564,0.9215327766605959,0.026557581047098856,37.6540317518579,0.8590444893832628,0.8567500000000005,193.7713455109647,213.91874329817898,0.9107226524112083,154.5461729727646,1424.5225249958696,nikolai-gogol,30.0,23.0,33.0,566.0,28.0
mirgorod. Text/chapter13.xhtml,64.0,1839.0,973.0,716.0,184.0,1575.0,619.0,1140.0,11064.0,8710.0,1854.0,3700.0,499.0,12.177173820690594,48.5613347947254,6.66904058336732,15.04090557638197,6.66904058336732,67.6685783713975,1652.0,449.0,264.0,91.0,268.0,823.0,61.0,5.0,111.0,0.5290918977705275,22.689345881508423,16.04379033350167,0.9153126152445107,0.925207295172622,0.025941266532559612,38.54861900227084,0.857217877094973,0.8594444444444443,188.133803424126,238.9147937985092,0.9103516755769191,154.97854195323245,1484.3168329666587,nikolai-gogol,46.0,30.0,24.0,222.0,20.0
mirgorod. Text/chapter14.xhtml,161.0,3446.0,1662.0,1462.0,437.0,2874.0,1018.0,2293.0,22033.0,17588.0,3467.0,7377.0,976.0,9.525249186202021,50.351507572016175,6.914087767616067,14.615879895936846,6.914087767616067,63.829727868840635,3136.0,945.0,426.0,270.0,515.0,1598.0,105.0,28.0,206.0,0.4822983168891468,28.31218470322914,20.019737793859367,0.9104732744431598,0.9257613539808718,0.025309229922861113,39.51127723158136,0.8830556373270902,0.8858823529411765,277.0708184151588,286.34739169834006,0.9260438711931355,212.65127360011465,1495.9333292397353,nikolai-gogol,61.0,43.0,48.0,422.0,26.0
mirgorod. Text/chapter15.xhtml,90.0,1966.0,1154.0,898.0,281.0,1604.0,555.0,1330.0,12717.0,10290.0,1969.0,4333.0,455.0,10.202740137899855,45.97877868203912,7.852066564937267,15.672151651492257,7.852066564937267,67.52094495309144,1832.0,493.0,301.0,153.0,456.0,803.0,44.0,15.0,107.0,0.5869786368260427,26.026397117105038,18.403441891358984,0.9297489486061952,0.9388908286275458,0.021329670587048162,46.883049408518374,0.8775899843505529,0.874871794871795,343.97695174902196,324.78307789324776,0.9136948298962924,152.5866972114701,1792.8280068747729,nikolai-gogol,8.0,19.0,21.0,239.0,18.0
mirgorod. Text/chapter16.xhtml,563.0,11592.0,4347.0,5018.0,1563.0,9530.0,3325.0,7768.0,74031.0,59139.0,11652.0,25011.0,3234.0,9.249495520889642,50.396109931268825,6.672102848537676,14.781068050110301,6.672102848537676,63.87817285639511,10617.0,2961.0,1874.0,906.0,1475.0,5583.0,292.0,109.0,708.0,0.375,40.374806501084315,28.549299466011423,0.8951889436301373,0.9210384072223956,0.02578911714661873,38.77604628009192,0.8917005977648219,0.8920346320346321,293.59792757015487,317.93775803028916,0.9259803727409517,204.62992260292958,1431.6771835573077,nikolai-gogol,168.0,99.0,118.0,1570.0,91.0
mirgorod. Text/chapter18.xhtml,82.0,1419.0,747.0,578.0,217.0,1137.0,381.0,973.0,9041.0,7246.0,1421.0,3135.0,373.0,8.017297220646622,51.55958876914352,5.780163465339726,14.432417280459788,5.780163465339726,58.03778854913285,1233.0,369.0,166.0,66.0,155.0,677.0,88.0,2.0,149.0,0.5264270613107822,19.830305464090923,14.022143466659339,0.9115915767665224,0.9193722343764162,0.028048514281326188,35.65251228532159,0.8631970802919714,0.8585714285714285,184.33453843380843,178.4786926308985,0.9064189504323695,168.12683823529412,1376.9186253840546,nikolai-gogol,16.0,21.0,45.0,49.0,7.0
mirgorod. Text/chapter19.xhtml,132.0,2596.0,1192.0,1025.0,399.0,2080.0,741.0,1738.0,16496.0,13017.0,2619.0,5711.0,858.0,9.106104262968667,49.0529635336415,5.865721879815105,15.421223113337469,5.865721879815105,59.150487930148955,2278.0,661.0,316.0,218.0,351.0,1255.0,127.0,11.0,119.0,0.4591679506933744,23.395046424970015,16.542795973270394,0.9009964067063342,0.9151007913965571,0.02899670718840797,34.48667441797566,0.8522340007852321,0.854901960784314,144.77854967536103,166.5858161184737,0.905897843817436,172.81360627982144,1448.34561859394,nikolai-gogol,95.0,104.0,38.0,246.0,23.0
mirgorod. Text/chapter20.xhtml,66.0,1495.0,793.0,606.0,249.0,1171.0,426.0,994.0,9453.0,7652.0,1484.0,3315.0,314.0,10.696198945981553,44.12281291172596,7.35490050167224,17.22262356193718,7.35490050167224,63.186632208371336,1367.0,424.0,219.0,114.0,145.0,751.0,40.0,8.0,108.0,0.5304347826086957,20.509382794435712,14.502323651896196,0.9132601170867825,0.9214551955002739,0.027322735909101857,36.599555890992455,0.8883817427386006,0.887586206896552,210.35354114009016,231.6720841317441,0.9199949966312144,202.23922491850777,1390.8787103755444,nikolai-gogol,15.0,5.0,9.0,180.0,16.0
mirgorod. Text/chapter21.xhtml,120.0,2969.0,1445.0,1339.0,569.0,2248.0,747.0,2070.0,20118.0,16243.0,2983.0,6959.0,873.0,12.643790529920285,33.8032348153138,10.147656226844056,19.30193799768394,10.147656226844056,69.84102672055687,2720.0,842.0,419.0,276.0,311.0,1593.0,123.0,21.0,125.0,0.4866958571909734,26.519342255058977,18.752006741159153,0.9099402660511744,0.9241900326727561,0.025934305558156356,38.5589657589848,0.8901575342466089,0.8891525423728813,266.3545867280196,300.44164257267823,0.9314795630481051,228.08904074131593,1317.0398255974499,nikolai-gogol,75.0,49.0,24.0,274.0,36.0
mirgorod. Text/chapter22.xhtml,60.0,1359.0,729.0,620.0,245.0,1060.0,390.0,915.0,8994.0,7193.0,1379.0,3080.0,421.0,11.053018027961738,41.18102281089037,8.44664361662987,17.91554878343605,8.44664361662987,68.27178072111846,1179.0,331.0,165.0,123.0,181.0,663.0,60.0,2.0,56.0,0.5364238410596026,19.775059548139172,13.983078704856995,0.913669651248558,0.9209445027019519,0.027553240347062163,36.293371937526906,0.8866106870229001,0.8851851851851852,220.1376404494382,222.30994866901978,0.9212990652067535,215.85052631578947,1261.9430850596618,nikolai-gogol,58.0,66.0,21.0,114.0,8.0
mirgorod. Text/chapter23.xhtml,80.0,1849.0,1003.0,823.0,333.0,1425.0,490.0,1268.0,12195.0,9890.0,1865.0,4216.0,438.0,11.380230462412115,39.75164886425094,8.926777180232556,18.087903841633043,8.926777180232556,67.62304624121147,1710.0,540.0,202.0,197.0,213.0,930.0,50.0,6.0,100.0,0.5424553812871823,23.325581395348838,16.493676779769935,0.9186895904749802,0.9283635761632199,0.024888882686188513,40.17858144170232,0.8816888888888951,0.8905555555555554,257.8992350087116,247.03739815920105,0.9313266241310986,235.26246213164418,1365.3073841219377,nikolai-gogol,19.0,20.0,22.0,166.0,14.0
mirgorod. Text/chapter24.xhtml,108.0,2253.0,1114.0,962.0,405.0,1746.0,633.0,1518.0,14666.0,11803.0,2255.0,5083.0,605.0,10.101496153277115,44.12376682941266,7.606384098979142,17.17082065790072,7.606384098979142,63.559735167924245,2067.0,650.0,232.0,211.0,268.0,1117.0,54.0,11.0,85.0,0.4944518419884598,23.469540940869386,16.595471550624048,0.9087689270440243,0.9209243934431534,0.027210728035499877,36.75021111876801,0.8655807622504613,0.8626666666666667,211.61602664576802,204.24194427237478,0.9144528957312071,188.6575444337027,1499.9903484258425,nikolai-gogol,68.0,33.0,28.0,287.0,21.0
mirgorod. Text/annotation.xhtml,6.0,144.0,110.0,74.0,28.0,96.0,37.0,87.0,1003.0,773.0,133.0,327.0,58.0,11.747083333333332,39.157916666666665,9.296027777777773,19.149075021232488,9.296027777777773,75.38888888888889,140.0,43.0,28.0,10.0,19.0,70.0,5.0,1.0,4.0,0.7638888888888888,9.166666666666666,6.481812160876686,0.9458062270052352,0.9275783747948233,0.025108744797615403,39.82676187361507,0.8781052631578952,0.85,127.253337223296,11.125,0.89603806072154,153.67164179104478,1249.57828489725,nikolai-gogol,,,,5.0,4.0
myortvye-dushi. Text/chapter2.xhtml,19.0,1107.0,559.0,410.0,165.0,888.0,334.0,719.0,6796.0,5493.0,1099.0,2366.0,204.0,27.561296058574616,2.6406815480435455,16.365309014405938,26.103982421119426,16.365309014405938,95.30019493177389,975.0,201.0,129.0,146.0,138.0,505.0,39.0,2.0,80.0,0.5049683830171635,16.801110859303154,11.880179420080204,0.9025225284880751,0.9078694771241763,0.03202126954795546,31.229242753863563,0.8650472589792044,0.8645454545454547,174.61504546971804,184.24699076163824,0.9008561284483224,152.54697233989535,1031.3203151946702,nikolai-gogol,37.0,15.0,14.0,69.0,15.0
myortvye-dushi. Text/chapter3.xhtml,116.0,3770.0,1894.0,1754.0,657.0,2910.0,1034.0,2533.0,25001.0,20301.0,3789.0,8522.0,909.0,15.836485411140583,28.730305039787794,11.78560278514589,21.090818703751477,11.78560278514589,79.02519893899205,3543.0,1048.0,491.0,274.0,585.0,1657.0,100.0,41.0,195.0,0.5023872679045093,30.846741892964005,21.811940370026008,0.9164058051893355,0.9314971102655751,0.023374221480803092,42.78217355051955,0.882407954850897,0.8864000000000001,312.5910733079612,374.3936293126104,0.9252527814619897,201.62230042285097,1660.1937542376897,nikolai-gogol,23.0,9.0,19.0,438.0,59.0
myortvye-dushi. Text/chapter4.xhtml,203.0,6097.0,2511.0,2788.0,955.0,4871.0,1717.0,4109.0,40567.0,32447.0,6210.0,13625.0,1908.0,14.44024738000034,33.484366279628745,10.699125423469994,19.226202668111146,10.699125423469994,75.76188968005746,5570.0,1531.0,703.0,535.0,789.0,2732.0,216.0,35.0,298.0,0.41184188945382977,32.15796922099663,22.739118105354994,0.8982146220991332,0.9193538220743618,0.0268909519963303,37.187229375013054,0.8868088624338784,0.8856198347107437,259.056680631994,267.1333844722238,0.9321369783974739,242.12286164710173,1427.0911059609673,nikolai-gogol,111.0,118.0,68.0,650.0,50.0
myortvye-dushi. Text/chapter5.xhtml,283.0,6367.0,2678.0,2733.0,856.0,5257.0,1978.0,4135.0,40842.0,32325.0,6455.0,13663.0,2062.0,10.099266991183004,48.61819049027642,7.052519769560469,15.42632708513237,7.052519769560469,65.4226874326044,5691.0,1305.0,1012.0,472.0,767.0,2883.0,251.0,36.0,395.0,0.420606250981624,33.56163792380803,23.731661763652255,0.9011223135955353,0.922072252512102,0.02599352783552641,38.471115053234875,0.8828363406141276,0.8793700787401576,234.31145813338583,274.87464109312333,0.9312623456049681,239.76528837622004,1562.4137312784305,nikolai-gogol,145.0,136.0,96.0,696.0,66.0
myortvye-dushi. Text/chapter6.xhtml,345.0,8250.0,3010.0,3418.0,955.0,6927.0,2649.0,5233.0,52107.0,40880.0,8394.0,17056.0,2821.0,10.219367061923585,51.49766772068513,6.68685718050066,14.759607429317674,6.68685718050066,65.3433465085639,7227.0,1828.0,1064.0,596.0,973.0,3813.0,373.0,48.0,436.0,0.36484848484848487,33.13900933030346,23.43281821926184,0.8881928758237512,0.9131500751285215,0.028548050263081895,35.02866188004411,0.8704084867698917,0.8734545454545448,188.74645863118965,218.9485310536507,0.9236738163205935,214.38460811491936,1355.0030327741695,nikolai-gogol,301.0,286.0,147.0,823.0,47.0
myortvye-dushi. Text/chapter7.xhtml,229.0,6419.0,2669.0,2731.0,949.0,5198.0,1995.0,4152.0,41243.0,32721.0,6509.0,13835.0,2010.0,12.878815212207751,40.860521394930856,8.733068082201378,18.04800255778038,8.733068082201378,70.57613553104831,5743.0,1425.0,820.0,530.0,818.0,2865.0,263.0,34.0,403.0,0.415796853092382,33.313087531833006,23.555910096020146,0.8999022803633937,0.9211129991490674,0.02628984302685372,38.037503646505286,0.8844552590266934,0.8853125000000004,253.4371116403163,252.77185315691014,0.9236682121027383,208.8215060521887,1485.691582704874,nikolai-gogol,142.0,131.0,115.0,607.0,40.0
myortvye-dushi. Text/chapter8.xhtml,241.0,7146.0,3247.0,3156.0,1044.0,5789.0,2147.0,4686.0,46048.0,36821.0,7214.0,15519.0,2010.0,13.792654103563724,37.76867458567193,9.532964243118919,18.451391792932743,9.532964243118919,73.81601987241797,6531.0,1699.0,1115.0,553.0,957.0,3271.0,212.0,79.0,443.0,0.4543800727679821,38.41057271478307,27.16037643588209,0.9111118001481462,0.9310001183324379,0.02306350456081608,43.358544984484176,0.8858982668733215,0.8867605633802816,316.0370394965929,365.0168877290589,0.9256948453917372,205.21607543347722,1675.2533600442127,nikolai-gogol,92.0,80.0,84.0,832.0,77.0
myortvye-dushi. Text/chapter9.xhtml,245.0,6524.0,2810.0,2892.0,1057.0,5151.0,1973.0,4235.0,42624.0,33998.0,6627.0,14292.0,1968.0,12.449968117719187,40.557955242182715,9.051552176578788,18.41383557819164,9.051552176578788,70.95720416922134,5943.0,1739.0,793.0,466.0,932.0,2933.0,232.0,48.0,344.0,0.4307173513182097,34.789592656485205,24.599956882118402,0.9041011156254791,0.9246989293638234,0.025140525260100875,39.776416349862195,0.8738501930501952,0.8758461538461535,257.5813936397837,266.786086661863,0.9235452691360507,192.77939750849376,1490.790571092455,nikolai-gogol,97.0,140.0,78.0,760.0,61.0
myortvye-dushi. Text/chapter10.xhtml,278.0,7794.0,3232.0,3493.0,1353.0,6123.0,2248.0,5228.0,51399.0,41468.0,7842.0,17572.0,2069.0,13.60587583512866,34.88949478754179,10.130438401242053,19.554527974570195,10.130438401242053,72.85249675548245,7195.0,1609.0,1027.0,869.0,1108.0,3376.0,259.0,58.0,467.0,0.4146779574031306,36.60927694351417,25.886667981095194,0.9017696338112096,0.9239097003119078,0.025240599640209922,39.61871010413456,0.8838424790187015,0.8809032258064512,291.16963688293174,290.2953087083631,0.9271805874338156,214.33486248244418,1537.673547372612,nikolai-gogol,65.0,67.0,97.0,801.0,91.0
myortvye-dushi. Text/chapter11.xhtml,199.0,5984.0,2406.0,2577.0,1027.0,4694.0,1819.0,3902.0,39136.0,31383.0,6015.0,13362.0,1723.0,14.445040543627226,33.54297453174965,10.225211609518176,20.134805377079857,10.225211609518176,73.13519133098649,5403.0,922.0,1053.0,578.0,917.0,2503.0,248.0,45.0,360.0,0.402072192513369,31.102824553200403,21.993018155623453,0.8952351486725321,0.9167231974834709,0.027737644888465102,36.0520874797073,0.8708340353833371,0.8736134453781516,205.12908747660885,214.54455679873715,0.9220203772404403,201.2765746924824,1461.0034972933295,nikolai-gogol,131.0,90.0,83.0,544.0,62.0
myortvye-dushi. Text/chapter12.xhtml,246.0,6316.0,2603.0,2718.0,953.0,5044.0,1914.0,4083.0,41166.0,32833.0,6361.0,13750.0,1944.0,11.882829000550931,42.61941717254413,8.703670924790309,17.451546282101777,8.703670924790309,68.70836229578255,5676.0,1484.0,721.0,530.0,749.0,2843.0,320.0,31.0,401.0,0.412127929069031,32.753152510356735,23.15997624531044,0.8987044293963188,0.9200062293813384,0.02665362801738056,37.51834457012419,0.8835870432423945,0.8830158730158727,225.88706615942087,241.72245900687042,0.9247077051568569,211.14855636375188,1521.9308987443499,nikolai-gogol,93.0,146.0,84.0,569.0,45.0
myortvye-dushi. Text/chapter13.xhtml,453.0,10765.0,4434.0,4713.0,1689.0,8570.0,3299.0,6960.0,69445.0,55919.0,10822.0,23538.0,2693.0,11.015932571113357,44.5315856154306,8.143435697302088,17.12161735762895,8.143435697302088,67.5445679266776,9806.0,2478.0,1395.0,1030.0,1398.0,4838.0,392.0,111.0,715.0,0.41189038550859264,42.73548840653515,30.218553649580084,0.9044600683138899,0.9279785047492567,0.023695337088782204,42.20239603484763,0.87525195968641,0.8736744186046519,280.05789242396065,286.1775853602029,0.9182285363019056,178.89701659369229,1717.3823465382563,nikolai-gogol,119.0,125.0,153.0,1080.0,105.0
myortvye-dushi. Text/chapter15.xhtml,526.0,9427.0,4025.0,4192.0,1570.0,7375.0,2730.0,6215.0,61971.0,50048.0,9425.0,20977.0,2443.0,8.435796748761042,49.80155833640208,7.22151378241287,15.32446115246292,7.22151378241287,62.390070628778034,8719.0,2340.0,1222.0,1044.0,1328.0,4279.0,235.0,104.0,571.0,0.42696510024398004,41.45521111370704,29.313260894022175,0.9070022931365209,0.9292610870521323,0.023399337454765762,42.73625276498285,0.8763872894006962,0.8749999999999997,280.1332253504036,297.63364817187744,0.9182661761982631,177.68013581120803,1746.381371834359,nikolai-gogol,80.0,57.0,46.0,1093.0,74.0
myortvye-dushi. Text/chapter16.xhtml,227.0,2448.0,1190.0,1016.0,356.0,1946.0,771.0,1531.0,15837.0,12499.0,2433.0,5184.0,880.0,4.153052604301632,65.54502850479398,3.9472636333534865,11.121870934543514,3.9472636333534865,52.28740894301921,2169.0,560.0,313.0,237.0,268.0,1170.0,101.0,21.0,176.0,0.4861111111111111,24.051449482769687,17.006943026632126,0.9075591958775017,0.9205259034129046,0.027278237955338677,36.65925935675358,0.8518132555231361,0.8545833333333336,168.78482592124524,176.15259966760368,0.9155029141435432,187.4532482162974,1435.1194242112072,nikolai-gogol,72.0,31.0,29.0,234.0,9.0
myortvye-dushi. Text/chapter17.xhtml,828.0,9507.0,3794.0,4128.0,1388.0,7659.0,2977.0,6070.0,61906.0,48994.0,9494.0,20434.0,3334.0,4.7264776640553166,62.73179675387928,4.4413648072815946,11.496916341085349,4.4413648072815946,54.90252148302624,8560.0,2210.0,1110.0,820.0,1255.0,4221.0,396.0,45.0,539.0,0.3990743662564426,38.911285581138834,27.5144338991096,0.8997129699642371,0.9234644804333373,0.0252101391523983,39.66657994051047,0.8777881158806979,0.8790526315789474,249.8914508121632,259.79812311143496,0.9281500539996238,222.85181440675458,1541.6442304284371,nikolai-gogol,211.0,197.0,168.0,872.0,60.0
myortvye-dushi. Text/chapter18.xhtml,487.0,5558.0,2395.0,2387.0,775.0,4521.0,1729.0,3567.0,35829.0,28265.0,5536.0,11825.0,1940.0,4.53345445786195,64.13186099102022,3.9962656496028828,11.203092774626466,3.9962656496028828,54.35983428071936,4988.0,1302.0,655.0,461.0,744.0,2449.0,218.0,25.0,329.0,0.43091039942425335,32.12523006331762,22.715968024949838,0.9023709005824132,0.9221980794449552,0.026069752468885824,38.35863041636077,0.8756071882374578,0.8722522522522524,239.14640480128725,235.45894639405776,0.9266072440834134,211.43944849870613,1456.0194657706231,nikolai-gogol,146.0,95.0,85.0,574.0,37.0
myortvye-dushi. Text/chapter19.xhtml,725.0,9566.0,3628.0,4011.0,1452.0,7633.0,3037.0,6048.0,61683.0,48905.0,9511.0,20380.0,3157.0,5.427669539388784,61.64140302219789,4.664533492613927,12.561899549821668,4.664533492613927,55.12423396079505,8509.0,2186.0,1006.0,1009.0,1275.0,4345.0,396.0,41.0,515.0,0.37925987873719424,37.093865261772606,26.229323667019518,0.8942246627327974,0.9190727167464662,0.0265718416626973,37.63382352996041,0.8722937900598566,0.8730890052356026,228.08964377724166,228.32407476536304,0.9257905626924173,211.81354143035063,1447.1031869812032,nikolai-gogol,328.0,214.0,173.0,871.0,85.0
